question,language_code,answer
Qual é o objetivo da decisão da Comissão de 15 de Novembro de 1994?,pt,"
Alterar as informações da lista constante no anexo do Regulamento (CEE) nº 55/87, que permite a certos navios com mais de 8 metros de comprimento utilizar redes de arrasto de vara em zonas costeiras específicas da Comunidade, com base nos pedidos de alteração apresentados pelos Estados-membros em causa. Estas alterações à lista são justificadas e consideradas conformes com as disposições relevantes do Regulamento (CEE) nº 3094/86. "
Qual é o período de vigência do programa de orientação plurianual para a frota de pesca da Dinamarca aprovado pela Comissão?,pt,"
O programa de orientação plurianual para a frota de pesca da Dinamarca é válido de 1 de janeiro de 1997 a 31 de dezembro de 2001."
Question: Que regulamentos determinam o procedimento para a emissão de certificados de exportação do sistema B para frutas e produtos hortícolas a partir de 1 de fevereiro de 2003?,pt,"

Answer: O Regulamento (CE) n.o 195/2003 da Comissão determina que os pedidos de certificados de exportação do sistema B para limões são rejeitados se a declaração de exportação for aceite entre 1 de fevereiro de 2003 e 15 de março de 2003. Isto é feito para garantir o bom funcionamento do regime de restituições à exportação para frutas e produtos hortícolas."
Question: Qual é o local de passagem da fronteira da Comunidade utilizado para calcular o preço representativo do melaço?,pt,"
Answer: Amesterdão."
Qual é o objetivo principal do Regulamento (CE) n.o 1010/2007 da Comissão?,pt,"
Fixar as restituições aplicáveis à exportação de cereais, farinhas, grumos e sêmolas de trigo ou centeio, com base na diferença entre os preços no mercado mundial e os preços desses produtos na Comunidade Europeia, conforme previsto no Regulamento (CE) n.o 1784/2003 do Conselho. As restituições são fixadas em montantes específicos no anexo do regulamento e são aplicáveis a partir de 1 de Setembro de 2007."
"Qual é o limiar fixado para o exercício contabilístico de 2001, em unidades de dimensão económica (UDE), pelo artigo 2.o do Regulamento (CE) n.o 1859/2001?",pt,"

O limiar é de 1 UDE para o exercício contabilístico de 2001 e para os exercícios seguintes, excepto para a Itália onde será de 4 UDE a partir do exercício orçamental de 2002."
"Question: Qual é o montante das restituições à exportação para os produtos lácteos exportados no seu estado natural, fixado pelo Regulamento (CE) n.o 819/2002?",pt,"

Answer: O montante das restituições à exportação para os produtos lácteos exportados no seu estado natural, fixado pelo Regulamento (CE) n.o 819/2002, é indicado no anexo do regulamento. Os valores específicos para cada produto lácteo não estão disponíveis neste excerto. No entanto, o artigo 1.o afirma que as restituições à exportação mencionadas no artigo 31.o do Regulamento (CE) n.o 1255/1999 são fixadas nos montantes indicados no anexo."
"Perante o Regulamento (CEE) nº 3924/86 do Conselho que aplica preferências pautais generalizadas para o ano de 1987, é possível reintroduzir direitos aduaneiros para produtos específicos originários de países em desenvolvimento?",pt,"

Sim. Nos termos do artigo 13.º do Regulamento (CEE) n.º 3924/86 do Conselho, assim que os tetos individuais forem atingidos ao nível da Comunidade, a cobrança dos direitos aduaneiros de importação dos produtos em causa, originários de cada um dos países e territórios em questão, pode ser restabelecida em qualquer momento"
Qual é o preço do mercado mundial para o algodão não descaroçado fixado neste regulamento?,pt,"
19,209 EUR/100 kg"
"Perante as quantidades indicativas previstas para as maçãs no período de exportação em curso, que medidas toma a Comissão para assegurar o bom funcionamento do regime de restituições à exportação no sector das frutas e produtos hortícolas?",pt,"

A Comissão rejeita, até ao termo do período de exportação em curso, os pedidos de certificados do sistema B para maçãs exportadas após 31 de Agosto de 2001."
Qual é o período de eficácia dos critérios ecológicos específicos para os correctores de solos?,pt,"

Os critérios ecológicos específicos são eficazes durante um período de três anos a partir da data em que a decisão entra em vigor."
What is the difference between a deed and a contract?,pt,"

A deed is a legal document that transfers ownership of property, while a contract is an agreement that creates an obligation between two or more parties. "
"Qual é o objetivo do Regulamento (CE) n.o 633/2007 da Comissão, de 7 de Junho de 2007?",pt,"

O objetivo do Regulamento (CE) n.o 633/2007 é estabelecer requisitos para a aplicação de um protocolo de transferência de mensagens de voo utilizado no intercâmbio de informações entre sistemas de processamento de dados de voo para efeitos de notificação, coordenação e transferência de voos entre órgãos de controlo do tráfego aéreo e para efeitos de coordenação civil-militar, nos termos do Regulamento (CE) n.o 1032/2006. Este protocolo deve ser aplicado nos sistemas de comunicação que servem de suporte aos procedimentos de coordenação entre os órgãos de controlo do tráfego aéreo e entre os órgãos dos serviços de tráfego aéreo e os órgãos de controlo militar. O regulamento também estabelece requisitos para a declaração de conformidade dos componentes e para a verificação dos sistemas."
Qual é o objetivo da Decisão da Comissão de 1 de Agosto de 1997 relativa a certas medidas de proteção respeitantes a certos produtos de origem animal de Madagáscar?,pt,"
Proibir as importações de produtos de origem animal de Madagáscar para a União Europeia, devido a deficiências graves nas infraestruturas e normas de higiene desse país, bem como a falta de garantias quanto à eficácia do controlo exercido pelas suas autoridades competentes. Esta decisão visa proteger a saúde pública e será revista até 30 de Novembro de 1997."
Qual é o processo de verificação de conformidade para os produtos listados no anexo I desta decisão?,pt,"

Os produtos listados no anexo I são considerados conformes através de um processo no qual o fabricante é o único responsável por um sistema de controlo de produção na fábrica que garanta que o produto está em conformidade com as especificações técnicas relevantes."
"Pergunta: Quais mercadorias serão classificadas nos códigos TARIC indicados no anexo, conforme o Regulamento (CE) n.o 977/2008?",pt,"

Resposta: As mercadorias descritas na coluna 1 do quadro anexo ao regulamento serão classificadas nos códigos TARIC indicados na coluna 2 do mesmo quadro."
Question: Qual é o objetivo da Directiva do Conselho de 28 de junho de 1977 relativa às luzes de estacionamento dos veículos a motor e seus reboques?,pt,"

Answer: A Directiva do Conselho tem como objectivo aproximar as legislações dos Estados-membros no que diz respeito às luzes de estacionamento dos veículos a motor e seus reboques. Ele estabelece prescrições comuns de construção e ensaio para essas luzes, permitindo assim a aplicação do processo de recepção CEE previsto na Directiva 70/156/CEE do Conselho. Isto facilita a recepção de veículos e assegura que os Estados-membros reconheçam mutuamente os controlos efectuados com base nas prescrições comuns. "
Qual é o preço das importações de melaço e os direitos adicionais aplicáveis ao abrigo do Regulamento da Comissão (CE) n.o 617/2004?,pt,"
Os preços representativos e os direitos adicionais aplicáveis à importação de melaço são fixados no anexo do regulamento. Os preços representativos são calculados em relação ao local de passagem da fronteira em Amesterdão e os direitos adicionais são fixados de acordo com as regras estabelecidas no Regulamento (CE) n.o 1422/95."
Pergunta: Em que data entrou em vigor o Regulamento da Comissão que estabelece os valores forfetários de importação para a determinação do preço de entrada de certos frutos e produtos hortícolas?,pt,"

Resposta: O Regulamento entrou em vigor em 7 de março de 2006."
Should the Decision 2005/731/CE and Decision 2005/734/CE be prolonged?,pt,"

Yes, in order to reduce the risk of transmission of highly pathogenic avian influenza caused by the H5N1 virus, Decision 2005/731/CE and Decision 2005/734/CE will be prolonged until December 31st, 2008. This is due to recent outbreaks of the disease in both domestic poultry and wild birds within the Community, as well as ongoing outbreaks in third-country territories."
Qual é o período de isenção concedido aos contratos-tipo de arrendamento?,pt,
Qual é o objetivo principal do Regulamento (CEE) n.º 2104/93 do Conselho?,pt,"
O objetivo principal do Regulamento (CEE) n.º 2104/93 é alterar o Regulamento (CEE) n.º 1382/91 do Conselho, a fim de completar os dados sobre desembarques de produtos da pesca apresentados pelos Estados-membros da Comunidade com dados sobre desembarques efetuados por navios da Associação Europeia de Comércio Livre (EFTA) e, facultativamente, por navios de países terceiros. Esta alteração visa garantir a existência de estatísticas harmonizadas sobre os desembarques de produtos da pesca em todos os países do Espaço Económico Europeu (EEE), melhorando assim a gestão do mercado de produtos da pesca. "
"Perante o exposto, qual é o período de autorização para a utilização da preparação enzimática de alfa-amilase e endo-1,3(4)-beta-glucanase produzida por Bacillus amyloliquefaciens (DSM 9553) nos alimentos para frangos de engorda e existe alguma condição associada a esta autorização?",pt,"

A preparação enzimática de alfa-amilase e endo-1,3(4)-beta-glucanase produzida por Bacillus amyloliquefaciens (DSM 9553) foi autorizada para utilização por um período ilimitado nos alimentos para frangos de engorda. Não há condições associadas a esta autorização além das indicadas no anexo I do regulamento."
Question: Que regiões da Alemanha foram afetadas pela autorização de pagamento adiantado de compensações aos agricultores para a campanha de 1997/1998 devido às inundações de julho de 1997?,pt,"

Answer: As regiões da Alemanha que foram afetadas e autorizadas a receber pagamentos adiantados são enumeradas no anexo do regulamento. Estas regiões foram afetadas por inundações em julho de 1997."
